Virus	Human	Weight
Q6T1E8	Q9Y2X3	17.74
Q6T1E8	Q9Y383	17.29
Q6T1E8	Q9Y3D9	17.29
Q6T1E8	Q9Y5V3	12.58
Q6T1E8	Q9Y676	10.63
Q6T1E8	Q9Y692	19.09
Q6T1E8	Q9Y6N6	17.01
Q6T1E8	Q9Y6X2	14.88
Q6QHC7	Q15365	12.3
Q6QHC7	Q9Y2X3	11.4
G8H301	O00410	14.39
G8H301	O14735	11.58
G8H301	O14828	14.39
G8H301	O15269	11.58
G8H301	O75844	14.39
G8H301	P01889	11.58
G8H301	P08195	13.33
G8H301	P40938	14.39
G8H301	P43307	11.58
G8H301	P51648	11.58
G8H301	P53007	17.95
G8H301	P55084	16.17
G8H301	Q13144	14.39
G8H301	Q5VYK3	11.58
G8H301	Q6P1M0	10.76
G8H301	Q8WVX9	13.36
G8H301	Q92621	11.55
G8H301	Q96BN8	14.39
G8H301	Q96Q05	10.69
G8H301	Q9NR50	14.39
G8H301	Q9NVI1	11.58
G8H301	Q9NXS2	11.58
G8H301	Q9NZ01	11.58
G8H301	Q9P035	13.36
G8H301	Q9UBB4	16.17
G8H301	Q9UI10	14.39
G8H301	Q9Y2X3	11.58
G8H301	Q9Y4R8	11.58
G8H301	Q9Y4W6	11.58
A0A2R3SUX6	P07355	11.05
A0A2R3SUX6	P39019	11.05
A0A2R3SUX6	P48643	11.05
A0A2R3SUX6	P62081	11.05
A0A2R3SUX6	P62244	11.05
A0A2R3SUX6	P63151	11.05
A0A2R3SUX6	Q13200	11.05
A0A183ZC11	O00410	10.96
A0A183ZC11	O14828	10.61
A0A183ZC11	O75844	10.61
A0A183ZC11	P40938	10.61
A0A183ZC11	P53007	10.61
A0A183ZC11	P55084	10.61
A0A183ZC11	Q13144	10.61
A0A183ZC11	Q96BN8	10.61
A0A183ZC11	Q9NR50	10.61
A0A183ZC11	Q9UBB4	10.61
A0A183ZC11	Q9UI10	10.61
Q64FG1	A0FGR8	15.65
Q64FG1	A6NEC2	13.78
Q64FG1	O00116	13.85
Q64FG1	O00231	13.85
Q64FG1	O00232	13.85
Q64FG1	O00264	21.64
Q64FG1	O00410	32.48
Q64FG1	O00487	13.85
Q64FG1	O14735	21.64
Q64FG1	O14828	28.55
Q64FG1	O14981	13.85
Q64FG1	O15269	21.64
Q64FG1	O15355	13.85
Q64FG1	O43242	13.85
Q64FG1	O43251	11.79
Q64FG1	O43264	21.64
Q64FG1	O43617	21.64
Q64FG1	O75419	25.57
Q64FG1	O75643	13.85
Q64FG1	O75844	28.55
Q64FG1	O94905	13.85
Q64FG1	O94906	21.64
Q64FG1	O95071	11.79
Q64FG1	O95573	13.85
Q64FG1	O95816	13.85
Q64FG1	P01889	21.64
Q64FG1	P04181	13.85
Q64FG1	P04843	13.85
Q64FG1	P05023	13.85
Q64FG1	P06733	11.11
Q64FG1	P07237	13.85
Q64FG1	P07355	13.85
Q64FG1	P08195	27.63
Q64FG1	P08237	13.85
Q64FG1	P08574	13.85
Q64FG1	P08729	13.85
Q64FG1	P08865	11.59
Q64FG1	P0DI81	13.85
Q64FG1	P11940	13.85
Q64FG1	P12004	16.89
Q64FG1	P12236	11.79
Q64FG1	P14625	13.85
Q64FG1	P16615	13.85
Q64FG1	P17812	13.85
Q64FG1	P21796	11.79
Q64FG1	P23458	13.85
Q64FG1	P24278	10.92
Q64FG1	P25205	13.85
Q64FG1	P26641	13.85
Q64FG1	P29692	10.9
Q64FG1	P33993	13.85
Q64FG1	P35232	13.85
Q64FG1	P35606	13.85
Q64FG1	P35998	13.85
Q64FG1	P36897	12.9
Q64FG1	P38606	21.64
Q64FG1	P39019	13.85
Q64FG1	P40855	13.85
Q64FG1	P40938	28.55
Q64FG1	P42166	13.85
Q64FG1	P42167	13.78
Q64FG1	P43307	21.64
Q64FG1	P43487	22.12
Q64FG1	P43686	13.85
Q64FG1	P46781	13.85
Q64FG1	P46977	19.58
Q64FG1	P48553	19.84
Q64FG1	P48643	13.85
Q64FG1	P49770	21.64
Q64FG1	P50402	13.85
Q64FG1	P50570	11.98
Q64FG1	P51148	13.85
Q64FG1	P51571	13.85
Q64FG1	P51617	21.64
Q64FG1	P51648	21.64
Q64FG1	P52701	13.85
Q64FG1	P53007	28.55
Q64FG1	P53618	13.85
Q64FG1	P53621	13.85
Q64FG1	P54136	13.85
Q64FG1	P55010	13.85
Q64FG1	P55084	28.55
Q64FG1	P56182	15.65
Q64FG1	P57740	25.57
Q64FG1	P60842	13.85
Q64FG1	P60903	13.85
Q64FG1	P60953	13.85
Q64FG1	P61962	13.78
Q64FG1	P62244	13.85
Q64FG1	P62826	13.85
Q64FG1	P63000	13.85
Q64FG1	P63151	13.85
Q64FG1	P63167	17.58
Q64FG1	P84095	13.85
Q64FG1	Q00587	15.65
Q64FG1	Q00610	13.85
Q64FG1	Q01813	13.85
Q64FG1	Q05193	13.78
Q64FG1	Q06210	13.85
Q64FG1	Q09666	13.85
Q64FG1	Q12769	17.78
Q64FG1	Q13144	28.55
Q64FG1	Q13155	11.59
Q64FG1	Q13200	13.85
Q64FG1	Q13501	15.65
Q64FG1	Q14008	13.85
Q64FG1	Q14232	21.64
Q64FG1	Q14318	13.85
Q64FG1	Q14697	13.85
Q64FG1	Q15008	13.85
Q64FG1	Q15046	13.85
Q64FG1	Q15365	18.69
Q64FG1	Q15370	13.85
Q64FG1	Q16531	13.85
Q64FG1	Q2TB90	13.85
Q64FG1	Q3ZCQ8	13.85
Q64FG1	Q5C9Z4	21.64
Q64FG1	Q5H9R7	13.85
Q64FG1	Q5SRD1	13.78
Q64FG1	Q5SRE5	13.85
Q64FG1	Q5SUL5	14.77
Q64FG1	Q5T160	21.64
Q64FG1	Q5VYK3	21.64
Q64FG1	Q6NUQ1	13.85
Q64FG1	Q6NXE6	21.64
Q64FG1	Q6P1M0	13.78
Q64FG1	Q6P2E9	13.85
Q64FG1	Q6P3X3	25.57
Q64FG1	Q6RW13	20.76
Q64FG1	Q6ZRP7	13.85
Q64FG1	Q7L1Q6	21.64
Q64FG1	Q7Z4Q2	21.64
Q64FG1	Q86SZ2	13.85
Q64FG1	Q86UT6	13.85
Q64FG1	Q86VS8	13.78
Q64FG1	Q8IUR0	19.84
Q64FG1	Q8IV08	13.85
Q64FG1	Q8N448	10.92
Q64FG1	Q8NBP0	13.85
Q64FG1	Q8NF37	13.85
Q64FG1	Q8NI27	13.85
Q64FG1	Q8NI60	21.64
Q64FG1	Q8TC07	15.65
Q64FG1	Q8TCT9	15.65
Q64FG1	Q8TEQ6	13.85
Q64FG1	Q8TEX9	13.85
Q64FG1	Q8WTW3	13.85
Q64FG1	Q8WUM0	17.78
Q64FG1	Q8WUY1	13.85
Q64FG1	Q8WVR3	14.33
Q64FG1	Q8WVX9	25.57
Q64FG1	Q8WXE1	13.85
Q64FG1	Q92621	31.56
Q64FG1	Q969Z0	13.85
Q64FG1	Q96BN8	28.55
Q64FG1	Q96CS3	13.85
Q64FG1	Q96ER3	21.64
Q64FG1	Q96JJ7	13.85
Q64FG1	Q96Q05	26.75
Q64FG1	Q96TA2	21.64
Q64FG1	Q99956	13.78
Q64FG1	Q9BRK5	13.85
Q64FG1	Q9BT22	13.85
Q64FG1	Q9BTE7	15.65
Q64FG1	Q9BXW9	17.78
Q64FG1	Q9BZQ6	13.85
Q64FG1	Q9H3N1	21.64
Q64FG1	Q9H4A6	13.85
Q64FG1	Q9H5Q4	13.78
Q64FG1	Q9H900	13.85
Q64FG1	Q9NP72	13.85
Q64FG1	Q9NQ92	12.9
Q64FG1	Q9NR50	28.55
Q64FG1	Q9NRY5	13.85
Q64FG1	Q9NTJ3	13.85
Q64FG1	Q9NU22	13.85
Q64FG1	Q9NVI1	25.57
Q64FG1	Q9NVJ2	13.85
Q64FG1	Q9NX63	21.64
Q64FG1	Q9NXS2	21.64
Q64FG1	Q9NXV2	13.85
Q64FG1	Q9NZ01	21.64
Q64FG1	Q9NZL4	21.64
Q64FG1	Q9P035	21.64
Q64FG1	Q9P2E9	13.85
Q64FG1	Q9P2J5	13.85
Q64FG1	Q9UBB4	28.55
Q64FG1	Q9UBB6	13.85
Q64FG1	Q9UBF2	13.85
Q64FG1	Q9UBM7	21.64
Q64FG1	Q9UBV2	13.85
Q64FG1	Q9UG63	13.85
Q64FG1	Q9UHI6	21.64
Q64FG1	Q9UI10	28.55
Q64FG1	Q9UI12	21.64
Q64FG1	Q9UJX3	13.85
Q64FG1	Q9ULT8	13.85
Q64FG1	Q9UM00	21.64
Q64FG1	Q9UNM6	13.85
Q64FG1	Q9UPN7	13.85
Q64FG1	Q9Y262	10.9
Q64FG1	Q9Y296	13.85
Q64FG1	Q9Y2X3	21.64
Q64FG1	Q9Y3D0	13.85
Q64FG1	Q9Y3F4	13.85
Q64FG1	Q9Y4R8	21.64
Q64FG1	Q9Y4W6	21.64
Q64FG1	Q9Y5M8	21.64
Q64FG1	Q9Y5V3	13.85
Q64FG1	Q9Y678	13.85
Q64FG1	Q9Y6E2	13.85
Q64FG1	Q9Y6N5	13.85
Q64FG1	Q9Y6X0	10.92
A0A096XNR3	Q49A26	10.88
A0A0U1WJY8	O00264	13.62
A0A0U1WJY8	O00410	16.22
A0A0U1WJY8	O00459	11.95
A0A0U1WJY8	O14735	12.88
A0A0U1WJY8	O14828	14.83
A0A0U1WJY8	O15269	14.66
A0A0U1WJY8	O43264	12.73
A0A0U1WJY8	O43617	10.95
A0A0U1WJY8	O60506	10.08
A0A0U1WJY8	O75419	10.95
A0A0U1WJY8	O75569	11.52
A0A0U1WJY8	O75844	12.16
A0A0U1WJY8	O94906	10.95
A0A0U1WJY8	P01889	13.38
A0A0U1WJY8	P06733	11.19
A0A0U1WJY8	P08195	19.49
A0A0U1WJY8	P11940	13.03
A0A0U1WJY8	P12004	10.92
A0A0U1WJY8	P12236	10.48
A0A0U1WJY8	P14625	10.32
A0A0U1WJY8	P21912	14.47
A0A0U1WJY8	P38606	10.95
A0A0U1WJY8	P40938	13.94
A0A0U1WJY8	P43307	10.95
A0A0U1WJY8	P43487	11.45
A0A0U1WJY8	P49770	10.95
A0A0U1WJY8	P51617	10.95
A0A0U1WJY8	P51648	12.73
A0A0U1WJY8	P53007	16.76
A0A0U1WJY8	P55084	14.44
A0A0U1WJY8	P57740	10.95
A0A0U1WJY8	P61962	10.27
A0A0U1WJY8	P63104	13.6
A0A0U1WJY8	Q05193	11.52
A0A0U1WJY8	Q12906	11.92
A0A0U1WJY8	Q13144	12.16
A0A0U1WJY8	Q14160	12.47
A0A0U1WJY8	Q14232	10.95
A0A0U1WJY8	Q49A26	10.03
A0A0U1WJY8	Q5C9Z4	10.95
A0A0U1WJY8	Q5T160	12.73
A0A0U1WJY8	Q5VYK3	12.73
A0A0U1WJY8	Q6NXE6	10.95
A0A0U1WJY8	Q6P3X3	12.73
A0A0U1WJY8	Q7L1Q6	10.95
A0A0U1WJY8	Q7Z4Q2	10.95
A0A0U1WJY8	Q8N163	11.67
A0A0U1WJY8	Q8N448	10.88
A0A0U1WJY8	Q8NI60	10.95
A0A0U1WJY8	Q8WVX9	13.3
A0A0U1WJY8	Q92621	17.06
A0A0U1WJY8	Q96BN8	12.16
A0A0U1WJY8	Q96ER3	10.95
A0A0U1WJY8	Q96Q05	11.58
A0A0U1WJY8	Q96TA2	10.95
A0A0U1WJY8	Q9H3N1	10.95
A0A0U1WJY8	Q9H5Q4	13.45
A0A0U1WJY8	Q9NR50	12.16
A0A0U1WJY8	Q9NVI1	10.95
A0A0U1WJY8	Q9NX63	12.02
A0A0U1WJY8	Q9NXS2	11.84
A0A0U1WJY8	Q9NZ01	13.8
A0A0U1WJY8	Q9NZL4	11.84
A0A0U1WJY8	Q9P035	13.23
A0A0U1WJY8	Q9UBB4	17.18
A0A0U1WJY8	Q9UBM7	13.77
A0A0U1WJY8	Q9UHI6	10.95
A0A0U1WJY8	Q9UI10	12.16
A0A0U1WJY8	Q9UI12	12.73
A0A0U1WJY8	Q9UM00	10.95
A0A0U1WJY8	Q9Y2X3	13.62
A0A0U1WJY8	Q9Y4R8	10.95
A0A0U1WJY8	Q9Y4W6	10.95
A0A0U1WJY8	Q9Y5M8	12.73
A0A0U1UYX4	Q9UBB4	10.83
A0A1W6S788	O00410	10.72
A0A1W6S788	P08195	10.42
R9QTA0	O00264	11.27
R9QTA0	O00410	15.01
R9QTA0	O14828	11.27
R9QTA0	O15269	10.6
R9QTA0	O43264	10.6
R9QTA0	O75419	13.43
R9QTA0	P08195	13.33
R9QTA0	P11940	10.03
R9QTA0	P12236	11.71
R9QTA0	P21912	11.01
R9QTA0	P40938	10.6
R9QTA0	P43487	10.02
R9QTA0	P46977	11.37
R9QTA0	P51648	10.6
R9QTA0	P53007	11.51
R9QTA0	P55084	10.84
R9QTA0	P57740	13.43
R9QTA0	Q5T160	10.6
R9QTA0	Q5VYK3	10.6
R9QTA0	Q6P3X3	14.22
R9QTA0	Q8WVX9	14.38
R9QTA0	Q92621	16.95
R9QTA0	Q9NVI1	13.43
R9QTA0	Q9NXS2	10.48
R9QTA0	Q9NZ01	10.76
R9QTA0	Q9NZL4	10.48
R9QTA0	Q9P035	10.6
R9QTA0	Q9UBB4	12.22
R9QTA0	Q9UBM7	10.48
R9QTA0	Q9UI12	10.6
R9QTA0	Q9Y2X3	11.27
R9QTA0	Q9Y5M8	10.6
Q3I5J5	A0FGR8	14
Q3I5J5	A6NEC2	11.77
Q3I5J5	O00116	10.91
Q3I5J5	O00231	12.2
Q3I5J5	O00232	13.56
Q3I5J5	O00264	17.49
Q3I5J5	O00410	24.24
Q3I5J5	O00459	10.82
Q3I5J5	O00487	13.56
Q3I5J5	O14735	19.49
Q3I5J5	O14828	22.91
Q3I5J5	O14981	10.91
Q3I5J5	O15269	20.04
Q3I5J5	O15355	10.91
Q3I5J5	O43242	12.62
Q3I5J5	O43264	17.39
Q3I5J5	O43617	17.19
Q3I5J5	O75419	18.42
Q3I5J5	O75643	11.46
Q3I5J5	O75844	22.61
Q3I5J5	O94905	10.91
Q3I5J5	O94906	17.19
Q3I5J5	O95573	12.4
Q3I5J5	O95816	12.82
Q3I5J5	P01889	19.49
Q3I5J5	P04181	11.11
Q3I5J5	P04843	13.76
Q3I5J5	P05023	10.91
Q3I5J5	P05141	12.15
Q3I5J5	P06733	13.87
Q3I5J5	P07237	13.02
Q3I5J5	P07355	15.49
Q3I5J5	P07437	14.45
Q3I5J5	P08195	25.53
Q3I5J5	P08237	10.91
Q3I5J5	P08574	12.05
Q3I5J5	P08729	11.85
Q3I5J5	P08865	10.62
Q3I5J5	P09651	10.26
Q3I5J5	P0DI81	10.91
Q3I5J5	P0DMV8	13
Q3I5J5	P11940	18.41
Q3I5J5	P12004	14.82
Q3I5J5	P12236	14.52
Q3I5J5	P14625	13.41
Q3I5J5	P15880	11.37
Q3I5J5	P16615	11.26
Q3I5J5	P17812	11.11
Q3I5J5	P21912	13.66
Q3I5J5	P23396	13.68
Q3I5J5	P23458	12.27
Q3I5J5	P24278	13.71
Q3I5J5	P25205	10.91
Q3I5J5	P25398	12.35
Q3I5J5	P26641	13.96
Q3I5J5	P27348	10.97
Q3I5J5	P31943	13.68
Q3I5J5	P31946	12.15
Q3I5J5	P33993	12.4
Q3I5J5	P35232	12.47
Q3I5J5	P35606	12.05
Q3I5J5	P35998	12.27
Q3I5J5	P36897	10.91
Q3I5J5	P38606	17.19
Q3I5J5	P39019	14.7
Q3I5J5	P40855	10.91
Q3I5J5	P40938	22.81
Q3I5J5	P42166	10.91
Q3I5J5	P42167	12.12
Q3I5J5	P43307	18.13
Q3I5J5	P43487	17.87
Q3I5J5	P43686	12.47
Q3I5J5	P46781	12.62
Q3I5J5	P46977	13.97
Q3I5J5	P48553	16.4
Q3I5J5	P48643	15.29
Q3I5J5	P49770	17.19
Q3I5J5	P50402	11.11
Q3I5J5	P50570	10.98
Q3I5J5	P51148	12.05
Q3I5J5	P51571	12.47
Q3I5J5	P51617	17.19
Q3I5J5	P51648	18.33
Q3I5J5	P52597	12.15
Q3I5J5	P52701	11.46
Q3I5J5	P53007	26.7
Q3I5J5	P53618	11.26
Q3I5J5	P53621	12.05
Q3I5J5	P54136	11.46
Q3I5J5	P55010	10.91
Q3I5J5	P55084	24.3
Q3I5J5	P56182	11.7
Q3I5J5	P57740	18.42
Q3I5J5	P60842	10.91
Q3I5J5	P60903	11.85
Q3I5J5	P60953	10.91
Q3I5J5	P61962	12.67
Q3I5J5	P62244	14.7
Q3I5J5	P62258	12.15
Q3I5J5	P62269	13.68
Q3I5J5	P62750	13.14
Q3I5J5	P62805	12.15
Q3I5J5	P62826	12.47
Q3I5J5	P62829	11.17
Q3I5J5	P62847	10.39
Q3I5J5	P63000	10.91
Q3I5J5	P63104	13.36
Q3I5J5	P63151	12.44
Q3I5J5	P63167	14.4
Q3I5J5	P67809	14.23
Q3I5J5	P68104	14.23
Q3I5J5	P68371	11.37
Q3I5J5	P84095	12.05
Q3I5J5	Q00587	12.64
Q3I5J5	Q00610	12.82
Q3I5J5	Q01813	12.4
Q3I5J5	Q05193	11.97
Q3I5J5	Q06210	11.11
Q3I5J5	Q09666	13.56
Q3I5J5	Q12769	12.14
Q3I5J5	Q12905	11.56
Q3I5J5	Q12906	10.05
Q3I5J5	Q13144	22.61
Q3I5J5	Q13200	14
Q3I5J5	Q13501	11.7
Q3I5J5	Q14008	10.91
Q3I5J5	Q14160	11.66
Q3I5J5	Q14232	17.19
Q3I5J5	Q14318	11.11
Q3I5J5	Q14697	12.47
Q3I5J5	Q15008	13.21
Q3I5J5	Q15046	12.82
Q3I5J5	Q15365	14.7
Q3I5J5	Q15370	10.91
Q3I5J5	Q16531	12.4
Q3I5J5	Q2TB90	13.56
Q3I5J5	Q3ZCQ8	13.56
Q3I5J5	Q49A26	10.52
Q3I5J5	Q5C9Z4	17.19
Q3I5J5	Q5H9R7	11.85
Q3I5J5	Q5SRD1	12.32
Q3I5J5	Q5SRE5	11.46
Q3I5J5	Q5SUL5	10.84
Q3I5J5	Q5T160	17.39
Q3I5J5	Q5VYK3	18.33
Q3I5J5	Q6NUQ1	10.91
Q3I5J5	Q6NXE6	17.19
Q3I5J5	Q6P1M0	14
Q3I5J5	Q6P2E9	10.91
Q3I5J5	Q6P3X3	18.62
Q3I5J5	Q6RW13	16.33
Q3I5J5	Q6ZRP7	12.05
Q3I5J5	Q7L1Q6	17.19
Q3I5J5	Q7Z4Q2	17.19
Q3I5J5	Q86SZ2	10.91
Q3I5J5	Q86UT6	10.91
Q3I5J5	Q86VS8	11.77
Q3I5J5	Q8IUR0	16.4
Q3I5J5	Q8IV08	10.91
Q3I5J5	Q8N163	12.77
Q3I5J5	Q8N448	15.1
Q3I5J5	Q8NBP0	10.91
Q3I5J5	Q8NF37	13.76
Q3I5J5	Q8NI27	10.91
Q3I5J5	Q8NI60	17.19
Q3I5J5	Q8TC07	11.7
Q3I5J5	Q8TCT9	11.7
Q3I5J5	Q8TEQ6	10.91
Q3I5J5	Q8TEX9	11.11
Q3I5J5	Q8WTW3	10.91
Q3I5J5	Q8WUM0	12.14
Q3I5J5	Q8WUY1	12.05
Q3I5J5	Q8WVR3	11.59
Q3I5J5	Q8WVX9	20.5
Q3I5J5	Q8WXE1	10.91
Q3I5J5	Q92621	24.11
Q3I5J5	Q969Z0	10.91
Q3I5J5	Q96BN8	22.61
Q3I5J5	Q96CS3	12.25
Q3I5J5	Q96ER3	17.19
Q3I5J5	Q96JJ7	12.05
Q3I5J5	Q96Q05	21.82
Q3I5J5	Q96TA2	17.19
Q3I5J5	Q99956	11.77
Q3I5J5	Q9BRK5	10.91
Q3I5J5	Q9BT22	10.91
Q3I5J5	Q9BTE7	11.7
Q3I5J5	Q9BXW9	12.14
Q3I5J5	Q9BZQ6	11.11
Q3I5J5	Q9H3N1	17.19
Q3I5J5	Q9H4A6	10.91
Q3I5J5	Q9H5Q4	14.27
Q3I5J5	Q9H900	10.91
Q3I5J5	Q9NP72	11.11
Q3I5J5	Q9NQ92	11.26
Q3I5J5	Q9NR50	22.61
Q3I5J5	Q9NRY5	10.91
Q3I5J5	Q9NTJ3	10.91
Q3I5J5	Q9NU22	11.11
Q3I5J5	Q9NVI1	19.36
Q3I5J5	Q9NVJ2	11.11
Q3I5J5	Q9NX63	17.19
Q3I5J5	Q9NXS2	18.23
Q3I5J5	Q9NXV2	11.26
Q3I5J5	Q9NZ01	18.33
Q3I5J5	Q9NZL4	17.29
Q3I5J5	Q9P035	19.27
Q3I5J5	Q9P2E9	11.11
Q3I5J5	Q9P2J5	11.26
Q3I5J5	Q9UBB4	24.05
Q3I5J5	Q9UBB6	10.91
Q3I5J5	Q9UBF2	12.05
Q3I5J5	Q9UBM7	18.65
Q3I5J5	Q9UBV2	12.05
Q3I5J5	Q9UG63	12.4
Q3I5J5	Q9UHI6	17.19
Q3I5J5	Q9UI10	22.61
Q3I5J5	Q9UI12	17.39
Q3I5J5	Q9UJX3	10.91
Q3I5J5	Q9ULT8	10.91
Q3I5J5	Q9UM00	17.19
Q3I5J5	Q9UNM6	13.41
Q3I5J5	Q9UPN7	10.91
Q3I5J5	Q9Y296	10.91
Q3I5J5	Q9Y2X3	18.78
Q3I5J5	Q9Y3D0	10.91
Q3I5J5	Q9Y3F4	10.91
Q3I5J5	Q9Y4R8	18.13
Q3I5J5	Q9Y4W6	18.13
Q3I5J5	Q9Y5M8	17.39
Q3I5J5	Q9Y5V3	12.2
Q3I5J5	Q9Y678	12.99
Q3I5J5	Q9Y6E2	10.91
Q3I5J5	Q9Y6N5	12.2
Q3I5J5	Q9Y6X0	13.71
Q0Q475	O75569	10.09
Q0Q475	Q49A26	12.04
Q0Q475	Q8N448	10.49
A0A0U1WHI2	O00264	11.97
A0A0U1WHI2	O00410	12.57
A0A0U1WHI2	O14735	12.81
A0A0U1WHI2	O14828	11.97
A0A0U1WHI2	O15269	13.7
A0A0U1WHI2	O43264	11.57
A0A0U1WHI2	O43617	10.68
A0A0U1WHI2	O75419	10.79
A0A0U1WHI2	O75844	10.68
A0A0U1WHI2	O94906	10.68
A0A0U1WHI2	O95573	10.26
A0A0U1WHI2	P01889	12.81
A0A0U1WHI2	P04843	10.26
A0A0U1WHI2	P07355	12.73
A0A0U1WHI2	P08195	18.3
A0A0U1WHI2	P08574	10.26
A0A0U1WHI2	P11940	11.2
A0A0U1WHI2	P14625	11.14
A0A0U1WHI2	P21912	12.12
A0A0U1WHI2	P24278	10.26
A0A0U1WHI2	P26641	10.77
A0A0U1WHI2	P33993	10.26
A0A0U1WHI2	P35606	11.14
A0A0U1WHI2	P38606	10.68
A0A0U1WHI2	P40938	11.57
A0A0U1WHI2	P43307	12.81
A0A0U1WHI2	P43487	10.68
A0A0U1WHI2	P48553	11.84
A0A0U1WHI2	P48643	12.22
A0A0U1WHI2	P49770	10.68
A0A0U1WHI2	P50570	10.08
A0A0U1WHI2	P51148	10.26
A0A0U1WHI2	P51617	10.68
A0A0U1WHI2	P51648	13.7
A0A0U1WHI2	P53007	16.74
A0A0U1WHI2	P53621	10.26
A0A0U1WHI2	P55084	14.21
A0A0U1WHI2	P57740	10.79
A0A0U1WHI2	P63104	11.58
A0A0U1WHI2	P63167	10.55
A0A0U1WHI2	P84095	10.26
A0A0U1WHI2	Q01813	10.26
A0A0U1WHI2	Q13144	10.68
A0A0U1WHI2	Q13200	10.09
A0A0U1WHI2	Q14160	11.45
A0A0U1WHI2	Q14232	10.68
A0A0U1WHI2	Q16531	10.26
A0A0U1WHI2	Q5C9Z4	10.68
A0A0U1WHI2	Q5T160	11.57
A0A0U1WHI2	Q5VYK3	13.7
A0A0U1WHI2	Q6NXE6	10.68
A0A0U1WHI2	Q6P1M0	12.3
A0A0U1WHI2	Q6P3X3	11.68
A0A0U1WHI2	Q6ZRP7	10.26
A0A0U1WHI2	Q7L1Q6	10.68
A0A0U1WHI2	Q7Z4Q2	10.68
A0A0U1WHI2	Q8IUR0	11.84
A0A0U1WHI2	Q8N163	11.58
A0A0U1WHI2	Q8N448	12.79
A0A0U1WHI2	Q8NF37	10.26
A0A0U1WHI2	Q8NI60	10.68
A0A0U1WHI2	Q8WUY1	10.26
A0A0U1WHI2	Q8WVX9	16.82
A0A0U1WHI2	Q92621	16.28
A0A0U1WHI2	Q96BN8	10.68
A0A0U1WHI2	Q96CS3	11.15
A0A0U1WHI2	Q96ER3	10.68
A0A0U1WHI2	Q96JJ7	10.26
A0A0U1WHI2	Q96Q05	11.84
A0A0U1WHI2	Q96TA2	10.68
A0A0U1WHI2	Q9H3N1	10.68
A0A0U1WHI2	Q9H5Q4	11.06
A0A0U1WHI2	Q9NR50	10.68
A0A0U1WHI2	Q9NVI1	12.92
A0A0U1WHI2	Q9NX63	11.56
A0A0U1WHI2	Q9NXS2	13.21
A0A0U1WHI2	Q9NZ01	14.58
A0A0U1WHI2	Q9NZL4	11.08
A0A0U1WHI2	Q9P035	15.83
A0A0U1WHI2	Q9UBB4	15.87
A0A0U1WHI2	Q9UBF2	10.26
A0A0U1WHI2	Q9UBM7	11.08
A0A0U1WHI2	Q9UBV2	11.14
A0A0U1WHI2	Q9UG63	10.26
A0A0U1WHI2	Q9UHI6	10.68
A0A0U1WHI2	Q9UI10	10.68
A0A0U1WHI2	Q9UI12	11.57
A0A0U1WHI2	Q9UM00	10.68
A0A0U1WHI2	Q9UNM6	10.26
A0A0U1WHI2	Q9Y2X3	14.1
A0A0U1WHI2	Q9Y4R8	12.81
A0A0U1WHI2	Q9Y4W6	12.81
A0A0U1WHI2	Q9Y5M8	11.57
A0A0U1WHI2	Q9Y678	12.39
A0A0U1WHI2	Q9Y6X0	10.26
A0A2D1PX88	A0FGR8	14.17
A0A2D1PX88	A6NEC2	11.31
A0A2D1PX88	O00232	12.48
A0A2D1PX88	O00264	16.95
A0A2D1PX88	O00410	22.08
A0A2D1PX88	O00487	12.48
A0A2D1PX88	O14735	19.03
A0A2D1PX88	O14828	17.63
A0A2D1PX88	O14967	13.98
A0A2D1PX88	O15269	21.44
A0A2D1PX88	O43242	10.13
A0A2D1PX88	O43264	16.46
A0A2D1PX88	O43617	14.05
A0A2D1PX88	O75419	16.68
A0A2D1PX88	O75688	10.5
A0A2D1PX88	O75844	14.63
A0A2D1PX88	O94906	14.15
A0A2D1PX88	O95573	12.36
A0A2D1PX88	O95816	12.54
A0A2D1PX88	P01889	19.03
A0A2D1PX88	P02786	10.03
A0A2D1PX88	P04181	10.01
A0A2D1PX88	P04792	10.5
A0A2D1PX88	P04843	14.89
A0A2D1PX88	P06733	10.89
A0A2D1PX88	P07237	12.64
A0A2D1PX88	P07355	20.12
A0A2D1PX88	P07437	11.41
A0A2D1PX88	P08195	26.3
A0A2D1PX88	P08574	12.36
A0A2D1PX88	P0DMV8	15.82
A0A2D1PX88	P10809	10.5
A0A2D1PX88	P11142	10.99
A0A2D1PX88	P11940	11.04
A0A2D1PX88	P12004	15.72
A0A2D1PX88	P12236	13.47
A0A2D1PX88	P14625	16.84
A0A2D1PX88	P15880	10.5
A0A2D1PX88	P17812	10.01
A0A2D1PX88	P17987	10.5
A0A2D1PX88	P18085	10.03
A0A2D1PX88	P18621	10.5
A0A2D1PX88	P19338	10.5
A0A2D1PX88	P21912	12.89
A0A2D1PX88	P21964	10.03
A0A2D1PX88	P23396	11.41
A0A2D1PX88	P23458	10.13
A0A2D1PX88	P26373	10.5
A0A2D1PX88	P26641	14.89
A0A2D1PX88	P27348	11.41
A0A2D1PX88	P27824	11.98
A0A2D1PX88	P30050	10.5
A0A2D1PX88	P30153	10.5
A0A2D1PX88	P30837	11.57
A0A2D1PX88	P31943	11.41
A0A2D1PX88	P33993	12.36
A0A2D1PX88	P35232	12.54
A0A2D1PX88	P35606	14.31
