Virus	Human	Weight
P0DTC4	E9PH82	10.51
P0DTC4	F8VPD4	25.8
P0DTC4	F8VYE8	10.37
P0DTC4	G5E9W7	17.26
P0DTC4	H0YA96	14.4
P0DTC4	H0YJ40	10.15
P0DTC4	J3KTA4	13.86
P0DTC4	K7EK07	17.26
P0DTC4	K7EQ03	17.26
P0DTC4	O00116	14.42
P0DTC4	O00148	15.83
P0DTC4	O00159	25.68
P0DTC4	O00165	29.31
P0DTC4	O00231	44.53
P0DTC4	O00232	53.63
P0DTC4	O00264	32.12
P0DTC4	O00303	35.33
P0DTC4	O00410	62.69
P0DTC4	O00425	21.35
P0DTC4	O00459	102.4
P0DTC4	O00483	25.68
P0DTC4	O00487	46.52
P0DTC4	O00505	29.9
P0DTC4	O00560	11.96
P0DTC4	O00567	22.67
P0DTC4	O00571	23.99
P0DTC4	O00629	39.59
P0DTC4	O00743	23.7
P0DTC4	O00767	25.12
P0DTC4	O14503	22.58
P0DTC4	O14641	46.72
P0DTC4	O14654	57.32
P0DTC4	O14735	64.87
P0DTC4	O14744	40.5
P0DTC4	O14828	41.56
P0DTC4	O14907	39.45
P0DTC4	O14908	30.11
P0DTC4	O14925	16.26
P0DTC4	O14979	24.17
P0DTC4	O14981	14.42
P0DTC4	O15013	11.96
P0DTC4	O15027	30.38
P0DTC4	O15084	15.78
P0DTC4	O15131	20.31
P0DTC4	O15226	55.3
P0DTC4	O15260	18.37
P0DTC4	O15269	76.69
P0DTC4	O15294	52.61
P0DTC4	O15321	11.96
P0DTC4	O15355	25.7
P0DTC4	O15371	53.94
P0DTC4	O15427	16.26
P0DTC4	O15514	10.51
P0DTC4	O15523	26.03
P0DTC4	O43143	50.34
P0DTC4	O43242	54.38
P0DTC4	O43251	12.03
P0DTC4	O43264	15.32
P0DTC4	O43303	13.55
P0DTC4	O43324	28.76
P0DTC4	O43390	76.65
P0DTC4	O43504	11.96
P0DTC4	O43615	20.77
P0DTC4	O43617	15.32
P0DTC4	O43707	36.69
P0DTC4	O43795	17.89
P0DTC4	O43815	16.8
P0DTC4	O43823	46.84
P0DTC4	O43852	39.03
P0DTC4	O43889	16.67
P0DTC4	O43896	11.96
P0DTC4	O60218	23.48
P0DTC4	O60256	20.77
P0DTC4	O60318	18.68
P0DTC4	O60343	11.96
P0DTC4	O60488	18.93
P0DTC4	O60506	65.47
P0DTC4	O60518	11.16
P0DTC4	O60684	25.57
P0DTC4	O60701	16.26
P0DTC4	O60716	26.17
P0DTC4	O60725	16.26
P0DTC4	O60762	16.54
P0DTC4	O60812	34.62
P0DTC4	O60814	13.76
P0DTC4	O60825	10.08
P0DTC4	O60832	15.68
P0DTC4	O60884	30.69
P0DTC4	O75147	11.81
P0DTC4	O75190	36.23
P0DTC4	O75306	16.41
P0DTC4	O75340	19.89
P0DTC4	O75348	39.89
P0DTC4	O75369	17.06
P0DTC4	O75410	11.22
P0DTC4	O75419	44.16
P0DTC4	O75489	14.62
P0DTC4	O75494	19.73
P0DTC4	O75506	15.56
P0DTC4	O75525	15.25
P0DTC4	O75531	20.77
P0DTC4	O75533	31.3
P0DTC4	O75569	73.66
P0DTC4	O75643	32.57
P0DTC4	O75688	40.03
P0DTC4	O75794	14.2
P0DTC4	O75821	26.18
P0DTC4	O75844	17.74
P0DTC4	O75955	16.07
P0DTC4	O75964	28.22
P0DTC4	O76071	16.26
P0DTC4	O94905	23.23
P0DTC4	O94906	30.69
P0DTC4	O95071	63.09
P0DTC4	O95163	18.87
P0DTC4	O95197	11.96
P0DTC4	O95232	36.01
P0DTC4	O95347	14.2
P0DTC4	O95373	16.26
P0DTC4	O95429	13.55
P0DTC4	O95433	15.78
P0DTC4	O95573	33.25
P0DTC4	O95639	71.15
P0DTC4	O95757	16.26
P0DTC4	O95758	10.51
P0DTC4	O95786	16.19
P0DTC4	O95793	76.96
P0DTC4	O95816	54.92
P0DTC4	O95817	20.27
P0DTC4	O95831	11.28
P0DTC4	O96008	18.73
P0DTC4	P00367	20.83
P0DTC4	P00403	25.78
P0DTC4	P00533	16.26
P0DTC4	P01111	18.93
P0DTC4	P01889	56.22
P0DTC4	P02511	29.95
P0DTC4	P02545	46.44
P0DTC4	P02786	30.33
P0DTC4	P04049	12.21
P0DTC4	P04075	27.52
P0DTC4	P04083	13.94
P0DTC4	P04181	14.42
P0DTC4	P04264	30.69
P0DTC4	P04350	32.15
P0DTC4	P04406	27.52
P0DTC4	P04637	15.33
P0DTC4	P04792	33.55
P0DTC4	P04843	44.05
P0DTC4	P04844	18.73
P0DTC4	P04899	16.26
P0DTC4	P04908	28.64
P0DTC4	P04920	11.96
P0DTC4	P05023	23.23
P0DTC4	P05141	48.45
P0DTC4	P05198	28.22
P0DTC4	P05386	55.91
P0DTC4	P05387	40.03
P0DTC4	P05388	46.57
P0DTC4	P05455	32.58
P0DTC4	P05787	23.24
P0DTC4	P06454	15.56
P0DTC4	P06493	16.26
P0DTC4	P06576	34.97
P0DTC4	P06703	37.08
P0DTC4	P06733	52.64
P0DTC4	P06737	20.62
P0DTC4	P06748	39.94
P0DTC4	P07237	80.17
P0DTC4	P07305	23.24
P0DTC4	P07355	49.65
P0DTC4	P07437	63.64
P0DTC4	P07737	28.13
P0DTC4	P07814	30.69
P0DTC4	P07900	54.52
P0DTC4	P07910	74.66
P0DTC4	P08195	82.94
P0DTC4	P08237	18.13
P0DTC4	P08238	44.55
P0DTC4	P08574	32.45
P0DTC4	P08579	30.99
P0DTC4	P08621	31
P0DTC4	P08670	23.24
P0DTC4	P08708	42.55
P0DTC4	P08729	19.39
P0DTC4	P08865	46.57
P0DTC4	P09012	42.19
P0DTC4	P09382	29.85
P0DTC4	P09429	11.96
P0DTC4	P09493	11.96
P0DTC4	P09496	11.96
P0DTC4	P09651	65.53
P0DTC4	P09661	19.39
P0DTC4	P09874	26.18
P0DTC4	P0C0S5	20.77
P0DTC4	P0C0S8	51.88
P0DTC4	P0C7W6	11.22
P0DTC4	P0CB38	12.28
P0DTC4	P0DI81	14.42
P0DTC4	P0DMV8	30.69
P0DTC4	P0DP23	20.77
P0DTC4	P10321	11.96
P0DTC4	P10398	12.43
P0DTC4	P10412	23.85
P0DTC4	P10599	23.24
P0DTC4	P10644	30.38
P0DTC4	P10809	37.44
P0DTC4	P10909	14.08
P0DTC4	P11021	30.69
P0DTC4	P11142	48.02
P0DTC4	P11166	18.37
P0DTC4	P11177	17.89
P0DTC4	P11387	15.76
P0DTC4	P11388	14.22
P0DTC4	P11413	18.83
P0DTC4	P11908	11.96
P0DTC4	P11940	76.02
P0DTC4	P12004	48.52
P0DTC4	P12235	31.83
P0DTC4	P12236	61.07
P0DTC4	P12814	22.88
P0DTC4	P12956	23.24
P0DTC4	P13010	30.69
P0DTC4	P13639	37.44
P0DTC4	P13645	23.24
P0DTC4	P13647	14.43
P0DTC4	P13674	64.58
P0DTC4	P14618	28.22
P0DTC4	P14625	46.88
P0DTC4	P14678	32.96
P0DTC4	P14866	65.53
P0DTC4	P14868	34.97
P0DTC4	P15311	28.76
P0DTC4	P15822	39.45
P0DTC4	P15880	42.7
P0DTC4	P16118	10.03
P0DTC4	P16403	19.26
P0DTC4	P16520	26.16
P0DTC4	P16615	30.52
P0DTC4	P16989	30.51
P0DTC4	P17096	23.24
P0DTC4	P17612	18.88
P0DTC4	P17812	25.7
P0DTC4	P17844	33.19
P0DTC4	P17858	18.37
P0DTC4	P17980	30.69
P0DTC4	P17987	33.55
P0DTC4	P18077	39.94
P0DTC4	P18085	30.33
P0DTC4	P18124	49.16
P0DTC4	P18583	55.47
P0DTC4	P18621	49.16
P0DTC4	P18669	15.56
P0DTC4	P19338	48.53
P0DTC4	P19367	30.54
P0DTC4	P19387	10.31
P0DTC4	P19429	24.42
P0DTC4	P19474	14.43
P0DTC4	P20042	14.22
P0DTC4	P20339	15.78
P0DTC4	P20645	11.96
P0DTC4	P20671	28.64
P0DTC4	P21333	32.58
P0DTC4	P21912	37.08
P0DTC4	P21964	21.52
P0DTC4	P22087	28.08
P0DTC4	P22102	15.78
P0DTC4	P22392	19.12
P0DTC4	P22492	17.72
P0DTC4	P22626	65.53
P0DTC4	P22695	13.22
P0DTC4	P23246	30.11
P0DTC4	P23396	54.2
P0DTC4	P23458	50.71
P0DTC4	P23528	37.44
P0DTC4	P23588	32.58
P0DTC4	P24278	15.1
P0DTC4	P24534	30.11
P0DTC4	P24928	19
P0DTC4	P25205	23.77
P0DTC4	P25398	56.79
P0DTC4	P25705	30.69
P0DTC4	P25786	14.43
P0DTC4	P25789	30.69
P0DTC4	P26006	11.96
P0DTC4	P26038	20.77
P0DTC4	P26368	23.24
P0DTC4	P26373	40.03
P0DTC4	P26599	44.59
P0DTC4	P26641	49.11
P0DTC4	P27348	43.19
P0DTC4	P27635	36.54
P0DTC4	P27708	11.28
P0DTC4	P27797	37.08
P0DTC4	P27816	18.15
P0DTC4	P27824	39.55
P0DTC4	P27986	67.91
P0DTC4	P28066	10.92
P0DTC4	P28072	11.28
P0DTC4	P28288	13.63
P0DTC4	P29692	40.64
P0DTC4	P30041	22.53
P0DTC4	P30048	16.32
P0DTC4	P30050	49.16
P0DTC4	P30101	11.96
P0DTC4	P30153	30.69
P0DTC4	P30443	11.96
P0DTC4	P30566	11.96
P0DTC4	P30825	11.96
P0DTC4	P30837	22.94
P0DTC4	P30876	21.13
P0DTC4	P31153	18.03
P0DTC4	P31327	31.75
P0DTC4	P31689	30.69
P0DTC4	P31942	33.46
P0DTC4	P31943	54.2
P0DTC4	P31946	48.45
P0DTC4	P31948	15.38
P0DTC4	P32969	23.24
P0DTC4	P33176	16.94
P0DTC4	P33240	25.56
P0DTC4	P33991	15.7
P0DTC4	P33993	42.21
P0DTC4	P34931	18.47
P0DTC4	P34932	30.33
P0DTC4	P35221	15.78
P0DTC4	P35232	35.19
P0DTC4	P35268	61.87
P0DTC4	P35527	30.69
P0DTC4	P35544	32.58
P0DTC4	P35568	17.84
P0DTC4	P35606	32.45
P0DTC4	P35637	47.26
P0DTC4	P35908	23.24
P0DTC4	P35998	37.66
P0DTC4	P36542	20.84
P0DTC4	P36578	49.16
P0DTC4	P36873	16.09
P0DTC4	P37108	34.27
P0DTC4	P38159	76.8
P0DTC4	P38606	15.32
P0DTC4	P38646	30.69
P0DTC4	P38919	18.69
P0DTC4	P39019	73.39
P0DTC4	P39023	49.16
P0DTC4	P39656	28.22
P0DTC4	P40227	30.69
P0DTC4	P40429	46.78
P0DTC4	P40616	16.26
P0DTC4	P40855	14.42
P0DTC4	P40926	15.56
P0DTC4	P40937	23.07
P0DTC4	P40938	31.1
P0DTC4	P41250	17.89
P0DTC4	P41252	16.26
P0DTC4	P42166	14.42
P0DTC4	P42167	23.96
P0DTC4	P42285	48.53
P0DTC4	P42336	27.1
P0DTC4	P42338	30.69
P0DTC4	P42677	30.69
P0DTC4	P42704	16.8
P0DTC4	P42766	49.77
P0DTC4	P43003	19.41
P0DTC4	P43243	61.84
P0DTC4	P43307	51.37
P0DTC4	P43356	12.3
P0DTC4	P43360	12.3
P0DTC4	P43364	15.16
P0DTC4	P43403	11.96
P0DTC4	P43487	15.32
P0DTC4	P43686	40.52
P0DTC4	P45880	16.26
P0DTC4	P45984	45.72
P0DTC4	P46013	33.47
P0DTC4	P46087	18.04
P0DTC4	P46108	27.11
P0DTC4	P46109	18.78
P0DTC4	P46734	16.26
P0DTC4	P46776	39.82
P0DTC4	P46777	32.58
P0DTC4	P46778	46.57
P0DTC4	P46779	55.91
P0DTC4	P46781	55.53
P0DTC4	P46782	45.56
P0DTC4	P46783	51.83
P0DTC4	P46821	23.24
P0DTC4	P46977	33.74
P0DTC4	P47756	25
P0DTC4	P47897	24.7
P0DTC4	P47914	11.81
P0DTC4	P48047	18.91
P0DTC4	P48444	18.37
P0DTC4	P48553	21.39
P0DTC4	P48556	18.54
P0DTC4	P48643	49.38
P0DTC4	P49137	11.28
P0DTC4	P49207	20.94
P0DTC4	P49327	26.04
P0DTC4	P49368	32.8
P0DTC4	P49411	37.13
P0DTC4	P49458	40.16
P0DTC4	P49589	39.45
P0DTC4	P49721	20.5
P0DTC4	P49755	36.24
P0DTC4	P49756	10.31
P0DTC4	P49770	15.32
P0DTC4	P49902	20.77
P0DTC4	P50213	16.26
P0DTC4	P50222	34.65
P0DTC4	P50402	25.7
P0DTC4	P50416	13.86
P0DTC4	P50454	32.8
P0DTC4	P50570	14.48
P0DTC4	P50914	49.16
P0DTC4	P50990	30.69
P0DTC4	P50991	30.69
P0DTC4	P51114	47.68
P0DTC4	P51116	30.3
P0DTC4	P51148	25.34
P0DTC4	P51153	15.83
P0DTC4	P51398	33.17
P0DTC4	P51570	24.2
P0DTC4	P51571	35.19
P0DTC4	P51572	11.96
P0DTC4	P51617	44.16
P0DTC4	P51648	43.8
P0DTC4	P51659	16.17
P0DTC4	P51665	32.8
P0DTC4	P51809	11.96
P0DTC4	P51970	15.78
P0DTC4	P51991	50.34
P0DTC4	P52272	40.03
P0DTC4	P52292	58.92
P0DTC4	P52294	37.3
P0DTC4	P52597	54.2
P0DTC4	P52701	21.17
P0DTC4	P52732	28.07
P0DTC4	P52815	19.48
P0DTC4	P52907	16.19
P0DTC4	P53007	76.38
P0DTC4	P53396	21.79
P0DTC4	P53618	39.95
P0DTC4	P53621	25.34
P0DTC4	P53814	30.38
P0DTC4	P54105	28.83
P0DTC4	P54136	23.64
P0DTC4	P54652	11.28
P0DTC4	P55010	14.42
P0DTC4	P55036	23.24
P0DTC4	P55060	16.26
P0DTC4	P55072	23.78
P0DTC4	P55084	42.17
P0DTC4	P55209	30.69
P0DTC4	P55265	73.25
P0DTC4	P55884	21.07
P0DTC4	P56134	19.23
P0DTC4	P57053	13.76
P0DTC4	P57088	16.26
P0DTC4	P57740	37.05
P0DTC4	P58876	13.76
P0DTC4	P60174	15.56
P0DTC4	P60228	15.78
P0DTC4	P60468	18.73
P0DTC4	P60660	34.97
P0DTC4	P60709	31.77
P0DTC4	P60842	25.7
P0DTC4	P60866	49.16
P0DTC4	P60891	28.22
P0DTC4	P60903	25.88
P0DTC4	P60953	23.23
P0DTC4	P61026	25
P0DTC4	P61163	27.74
P0DTC4	P61204	18.71
P0DTC4	P61247	50.25
P0DTC4	P61254	42.32
P0DTC4	P61313	49.16
P0DTC4	P61353	40.03
P0DTC4	P61421	11.96
P0DTC4	P61513	32.37
P0DTC4	P61604	20.77
P0DTC4	P61619	39.94
P0DTC4	P61962	56.7
P0DTC4	P61978	65.53
P0DTC4	P61981	20.82
P0DTC4	P62081	30.21
P0DTC4	P62136	12.26
P0DTC4	P62140	18.96
P0DTC4	P62191	32.32
P0DTC4	P62195	46.93
P0DTC4	P62241	40.03
P0DTC4	P62244	64.26
P0DTC4	P62249	49.16
P0DTC4	P62258	45.98
P0DTC4	P62263	40.03
P0DTC4	P62266	40.03
P0DTC4	P62269	54.2
P0DTC4	P62273	32.58
P0DTC4	P62277	56.75
P0DTC4	P62280	46.97
P0DTC4	P62304	16.87
P0DTC4	P62306	23.01
P0DTC4	P62314	31.3
P0DTC4	P62316	24.31
P0DTC4	P62318	17.15
P0DTC4	P62333	42.41
P0DTC4	P62424	49.16
P0DTC4	P62487	10.51
P0DTC4	P62701	37.84
P0DTC4	P62736	11.5
P0DTC4	P62750	73.58
P0DTC4	P62753	40.03
P0DTC4	P62805	56.95
P0DTC4	P62807	25.04
P0DTC4	P62820	16.26
P0DTC4	P62826	35.19
P0DTC4	P62829	60.66
P0DTC4	P62841	56.75
P0DTC4	P62847	61.17
P0DTC4	P62851	40.03
P0DTC4	P62854	32.37
P0DTC4	P62857	11.28
P0DTC4	P62861	23.21
P0DTC4	P62873	25.68
P0DTC4	P62875	10.51
P0DTC4	P62879	13.72
P0DTC4	P62888	32.37
P0DTC4	P62899	42.32
P0DTC4	P62906	30.69
P0DTC4	P62910	20.41
P0DTC4	P62913	39.82
P0DTC4	P62917	52.02
P0DTC4	P62937	19.67
P0DTC4	P62979	19.26
P0DTC4	P63000	14.42
P0DTC4	P63104	55.26
P0DTC4	P63151	25.7
P0DTC4	P63167	27.4
P0DTC4	P63173	37.2
P0DTC4	P63208	14.14
P0DTC4	P63220	29.75
P0DTC4	P63241	22.53
P0DTC4	P63244	18.25
P0DTC4	P63261	18.15
P0DTC4	P63267	11.5
P0DTC4	P63279	18.11
P0DTC4	P63313	20.77
P0DTC4	P67809	72.67
P0DTC4	P67936	19.41
P0DTC4	P68032	16.26
P0DTC4	P68104	60.65
P0DTC4	P68133	28.75
P0DTC4	P68363	18.73
P0DTC4	P68366	34.97
P0DTC4	P68371	42.7
P0DTC4	P68431	10.51
P0DTC4	P78352	23.36
P0DTC4	P78362	11.28
P0DTC4	P78371	23.24
P0DTC4	P78527	24.24
P0DTC4	P80723	18.71
P0DTC4	P81605	23.24
P0DTC4	P82650	12.52
P0DTC4	P82673	30.94
P0DTC4	P82675	19.66
P0DTC4	P82914	43.02
P0DTC4	P82930	22.67
P0DTC4	P82932	20.2
P0DTC4	P82933	29.01
P0DTC4	P83731	49.16
P0DTC4	P83881	32.37
P0DTC4	P83916	11.96
P0DTC4	P84077	32.8
P0DTC4	P84085	30.33
P0DTC4	P84090	37.36
P0DTC4	P84095	16.53
P0DTC4	P84098	49.16
P0DTC4	P84103	40.71
P0DTC4	P84243	11.96
P0DTC4	P98175	40.72
P0DTC4	P98179	18.15
P0DTC4	Q00325	37.44
P0DTC4	Q00577	12.52
P0DTC4	Q00587	50.18
P0DTC4	Q00610	41.94
P0DTC4	Q00839	65.53
P0DTC4	Q01081	24.93
P0DTC4	Q01082	20.77
P0DTC4	Q01130	33.19
P0DTC4	Q01484	11.96
P0DTC4	Q01650	11.96
P0DTC4	Q01813	32.09
P0DTC4	Q02539	26.18
P0DTC4	Q02543	29.99
P0DTC4	Q02878	49.16
P0DTC4	Q02978	23.01
P0DTC4	Q03169	15.83
P0DTC4	Q03188	39.45
P0DTC4	Q04323	16.26
P0DTC4	Q04637	23.37
P0DTC4	Q05048	13.36
P0DTC4	Q05639	15.56
P0DTC4	Q06210	23.23
P0DTC4	Q06830	18.73
P0DTC4	Q07020	44.57
P0DTC4	Q07021	16.26
P0DTC4	Q07065	28.22
P0DTC4	Q07666	39.94
P0DTC4	Q07817	22.84
P0DTC4	Q07954	11.96
P0DTC4	Q07955	23.85
P0DTC4	Q08211	59.05
P0DTC4	Q08380	29.72
P0DTC4	Q09028	15.78
P0DTC4	Q09161	19.93
P0DTC4	Q09666	49.38
P0DTC4	Q10570	61.06
P0DTC4	Q12769	24.38
P0DTC4	Q12789	11.58
P0DTC4	Q12797	29.99
P0DTC4	Q12800	24.93
P0DTC4	Q12905	60.81
P0DTC4	Q12906	80.56
P0DTC4	Q12933	11.22
P0DTC4	Q12996	26.1
P0DTC4	Q13033	16.8
P0DTC4	Q13045	17.67
P0DTC4	Q13049	16.01
P0DTC4	Q13077	12.3
P0DTC4	Q13105	30.11
P0DTC4	Q13123	11.04
P0DTC4	Q13144	17.74
P0DTC4	Q13148	23.14
P0DTC4	Q13151	50.95
P0DTC4	Q13155	16.26
P0DTC4	Q13185	16.79
P0DTC4	Q13188	19.73
P0DTC4	Q13200	44.77
P0DTC4	Q13227	23.36
P0DTC4	Q13243	21.23
P0DTC4	Q13247	33.19
P0DTC4	Q13257	23.63
P0DTC4	Q13263	36.96
P0DTC4	Q13283	23.24
P0DTC4	Q13310	38.48
P0DTC4	Q13347	23.24
P0DTC4	Q13435	42.19
P0DTC4	Q13438	21.88
P0DTC4	Q13439	14.43
P0DTC4	Q13445	18.73
P0DTC4	Q13464	11.96
P0DTC4	Q13501	17.93
P0DTC4	Q13509	25.8
P0DTC4	Q13573	18.68
P0DTC4	Q13813	23.63
P0DTC4	Q13838	17.34
P0DTC4	Q13885	30.69
P0DTC4	Q14008	23.23
P0DTC4	Q14103	44.59
P0DTC4	Q14145	14.67
P0DTC4	Q14152	23.42
P0DTC4	Q14160	48.53
P0DTC4	Q14203	16.85
P0DTC4	Q14204	28.04
P0DTC4	Q14232	15.32
P0DTC4	Q14254	11.96
P0DTC4	Q14257	30.69
P0DTC4	Q14258	34.87
P0DTC4	Q14315	32.58
P0DTC4	Q14318	44.8
P0DTC4	Q14444	20.62
P0DTC4	Q14498	11.28
P0DTC4	Q14542	11.96
P0DTC4	Q14558	20.77
P0DTC4	Q14574	11.96
P0DTC4	Q14669	16.26
P0DTC4	Q14677	23.94
P0DTC4	Q14683	12.43
P0DTC4	Q14684	10.24
P0DTC4	Q14697	47.81
P0DTC4	Q14764	35.78
P0DTC4	Q14974	41.2
P0DTC4	Q14978	10.82
P0DTC4	Q14CN4	11.96
P0DTC4	Q15003	16.26
P0DTC4	Q15008	49.74
P0DTC4	Q15020	13.09
P0DTC4	Q15029	15.78
P0DTC4	Q15046	41.94
P0DTC4	Q15057	11.96
P0DTC4	Q15070	11.96
P0DTC4	Q15084	22.88
P0DTC4	Q15120	15.83
P0DTC4	Q15149	36.96
P0DTC4	Q15208	23.24
P0DTC4	Q15233	20.77
P0DTC4	Q15293	41.19
P0DTC4	Q15365	70.03
P0DTC4	Q15366	40.23
P0DTC4	Q15370	23.23
P0DTC4	Q15386	14.02
P0DTC4	Q15393	23.24
P0DTC4	Q15427	11.28
P0DTC4	Q15633	47.95
P0DTC4	Q15637	18.42
P0DTC4	Q15645	16.26
P0DTC4	Q15717	50.95
P0DTC4	Q15758	14.07
P0DTC4	Q15773	50.65
P0DTC4	Q15942	22.84
P0DTC4	Q16186	14.43
P0DTC4	Q16531	36.33
P0DTC4	Q16540	12.91
P0DTC4	Q16543	14.43
P0DTC4	Q16576	18.73
P0DTC4	Q16629	30.72
P0DTC4	Q16643	11.96
P0DTC4	Q16777	28.64
P0DTC4	Q16778	17.22
P0DTC4	Q16875	11.28
P0DTC4	Q16891	28.22
P0DTC4	Q1KMD3	36.86
P0DTC4	Q27J81	16.31
P0DTC4	Q2KHR3	16.02
P0DTC4	Q2TAY7	26.96
P0DTC4	Q2TB90	57.03
P0DTC4	Q32P28	11.96
P0DTC4	Q3KQU3	40.62
P0DTC4	Q3V6T2	11.96
P0DTC4	Q3ZCQ8	44.05
P0DTC4	Q49A26	48.26
P0DTC4	Q49AN9	10.51
P0DTC4	Q53GQ0	33.33
P0DTC4	Q53H12	48.79
P0DTC4	Q5C9Z4	32.39
P0DTC4	Q5H9R7	58.58
P0DTC4	Q5HYK3	18.93
P0DTC4	Q5JR04	10.51
P0DTC4	Q5JTW2	19.73
P0DTC4	Q5JVF3	40.62
P0DTC4	Q5QNW6	13.76
P0DTC4	Q5SRD1	42.34
P0DTC4	Q5SRE5	27.42
P0DTC4	Q5SW79	27.52
P0DTC4	Q5SWX8	14.08
P0DTC4	Q5SXM2	24.86
P0DTC4	Q5T160	21.57
P0DTC4	Q5T4S7	18.73
P0DTC4	Q5TA45	24.42
P0DTC4	Q5THK1	19.73
P0DTC4	Q5VTE0	20.23
P0DTC4	Q5VTE6	11.58
P0DTC4	Q5VYK3	17.43
P0DTC4	Q5XKP0	25.66
P0DTC4	Q68CZ6	16.02
P0DTC4	Q6DN90	24.13
P0DTC4	Q6FI13	37.45
P0DTC4	Q6IAA8	11.96
P0DTC4	Q6NUQ1	14.42
P0DTC4	Q6NW34	10.15
P0DTC4	Q6NXE6	21.57
P0DTC4	Q6NZI2	25.67
P0DTC4	Q6NZY4	28.49
P0DTC4	Q6P1J9	35.79
P0DTC4	Q6P1M0	21.31
P0DTC4	Q6P1W5	11.22
P0DTC4	Q6P2E9	14.42
P0DTC4	Q6P2Q9	28.61
P0DTC4	Q6P3X3	37.05
P0DTC4	Q6PI48	16.02
P0DTC4	Q6PI77	17.67
P0DTC4	Q6PKG0	37.92
P0DTC4	Q6R327	28.84
P0DTC4	Q6RW13	16.84
P0DTC4	Q6UB35	29.86
P0DTC4	Q6UN15	41.84
P0DTC4	Q6VN20	11.96
P0DTC4	Q6ZN66	11.96
P0DTC4	Q6ZRP7	16.53
P0DTC4	Q6ZRV2	16.02
P0DTC4	Q70IA6	11.28
P0DTC4	Q71DI3	10.51
P0DTC4	Q71U36	25.48
P0DTC4	Q71UM5	11.61
P0DTC4	Q7KZ85	10.51
P0DTC4	Q7L1Q6	15.32
P0DTC4	Q7L2E3	27.1
P0DTC4	Q7L2H7	16.26
P0DTC4	Q7L7L0	28.64
P0DTC4	Q7Z2W4	20.83
P0DTC4	Q7Z3C6	11.96
P0DTC4	Q7Z3U7	13.63
P0DTC4	Q7Z3Y8	11.96
P0DTC4	Q7Z4H7	30.38
P0DTC4	Q7Z4Q2	15.32
P0DTC4	Q7Z6Z7	26.16
P0DTC4	Q86SZ2	14.42
P0DTC4	Q86T03	11.96
P0DTC4	Q86U42	41.96
P0DTC4	Q86UA1	38.8
P0DTC4	Q86UE4	11.28
P0DTC4	Q86UT6	16.89
P0DTC4	Q86V81	25.88
P0DTC4	Q86VP6	16.26
P0DTC4	Q86X55	22.27
P0DTC4	Q86YV9	13.22
P0DTC4	Q86YZ3	18.71
P0DTC4	Q8IUR0	21.39
P0DTC4	Q8IV08	14.42
P0DTC4	Q8IWZ3	13.36
P0DTC4	Q8IX01	47.1
P0DTC4	Q8IXK0	14.43
P0DTC4	Q8IXM3	18.34
P0DTC4	Q8IY17	25.41
P0DTC4	Q8IYB3	12.53
P0DTC4	Q8IYD1	16.26
P0DTC4	Q8IZT6	16.02
P0DTC4	Q8N163	55.01
P0DTC4	Q8N1F7	25.12
P0DTC4	Q8N201	13.29
P0DTC4	Q8N448	63.57
P0DTC4	Q8N5C6	11.28
P0DTC4	Q8N5I3	11.22
P0DTC4	Q8N5R6	15.61
P0DTC4	Q8N6Y0	14.76
P0DTC4	Q8N9N5	16.72
P0DTC4	Q8NB90	10.15
P0DTC4	Q8NBP0	14.42
P0DTC4	Q8NBQ5	10.92
P0DTC4	Q8NBW4	11.96
P0DTC4	Q8NC51	49.16
P0DTC4	Q8NC69	24.42
P0DTC4	Q8NCA5	16.09
P0DTC4	Q8NCD3	13.55
P0DTC4	Q8NCP5	11.96
P0DTC4	Q8ND90	11.22
P0DTC4	Q8NF37	42.35
P0DTC4	Q8NF50	19.72
P0DTC4	Q8NG31	19.73
P0DTC4	Q8NHQ1	15.16
P0DTC4	Q8NI27	14.42
P0DTC4	Q8NI60	37.59
P0DTC4	Q8TAQ2	16.72
P0DTC4	Q8TC07	12.06
P0DTC4	Q8TCN5	12.62
P0DTC4	Q8TCU4	45.16
P0DTC4	Q8TD10	12.3
P0DTC4	Q8TD20	11.81
P0DTC4	Q8TDL5	12.92
P0DTC4	Q8TEQ6	14.42
P0DTC4	Q8TEX9	23.23
P0DTC4	Q8TF09	11.96
P0DTC4	Q8WTW3	14.42
P0DTC4	Q8WUK0	12.5
P0DTC4	Q8WUM0	36.15
P0DTC4	Q8WUM4	11.96
P0DTC4	Q8WUY1	16.53
P0DTC4	Q8WVR3	14.42
P0DTC4	Q8WVX9	41.27
P0DTC4	Q8WWF6	20.23
P0DTC4	Q8WWM7	20.23
P0DTC4	Q8WWP7	11.96
P0DTC4	Q8WWY3	32.58
P0DTC4	Q8WXE1	14.42
P0DTC4	Q8WY36	19.73
P0DTC4	Q92499	59.16
P0DTC4	Q92522	30.01
P0DTC4	Q92526	34.7
P0DTC4	Q92542	33.29
P0DTC4	Q92569	44.55
P0DTC4	Q92598	38.1
P0DTC4	Q92615	22.77
P0DTC4	Q92616	16.26
P0DTC4	Q92621	44.02
P0DTC4	Q92665	20.2
P0DTC4	Q92769	10.12
P0DTC4	Q92804	18.71
P0DTC4	Q92841	25.88
P0DTC4	Q92900	44.91
P0DTC4	Q92905	20.68
P0DTC4	Q92922	11.67
P0DTC4	Q92974	17.72
P0DTC4	Q92997	38.22
P0DTC4	Q93050	11.96
